,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,dependency_length,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,predicted_words
352,A pamphlet about the Borgias aggravates most hospitals.,A pamphlet about the Borgias aggravate most hospitals.,A pamphlet about the Borgias,aggravates,aggravate,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,352,anyone
353,The nieces of an adult arrive at these malls.,The nieces of an adult arrives at these malls.,The nieces of an adult,arrive at,arrives at,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,353,chapter
354,The grandfathers of Rose reveal these wheelbarrows.,The grandfathers of Rose reveals these wheelbarrows.,The grandfathers of Rose,reveal,reveals,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,354,[unknown]
355,The drawing of the carriages astounds Anne.,The drawing of the carriages astound Anne.,The drawing of the carriages,astounds,astound,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,355,anyone
356,The reports about art do aggravate Janice.,The reports about art does aggravate Janice.,The reports about art,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,356,follow
357,The pamphlets about Galileo appear.,The pamphlets about Galileo appears.,The pamphlets about Galileo,appear,appears,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,357,favour
358,A print of some high schools vanishes.,A print of some high schools vanish.,A print of some high schools,vanishes,vanish,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,358,literally
359,The show about the Balkans is worrying Stacey.,The show about the Balkans were worrying Stacey.,The show about the Balkans,is,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,359,bin
360,A granddaughter of the Impressionists isn't revealing the cake.,A granddaughter of the Impressionists weren't revealing the cake.,A granddaughter of the Impressionists,isn't,weren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,360,wore
361,The story about the Great Lakes hasn't shocked Beverly.,The story about the Great Lakes haven't shocked Beverly.,The story about the Great Lakes,hasn't,haven't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,361,zero
362,The grandfathers of the dancer convince Spain to dislike Samantha.,The grandfathers of the dancer convinces Spain to dislike Samantha.,The grandfathers of the dancer,convince,convinces,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,362,sing
363,The mothers of Karla do see the Borgias.,The mothers of Karla does see the Borgias.,The mothers of Karla,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,363,お
364,The sister of patients sits down.,The sister of patients sit down.,The sister of patients,sits down,sit down,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,364,priest
365,The brother of some customers does go fishing.,The brother of some customers do go fishing.,The brother of some customers,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,365,yourself
366,The sisters of a woman were intending to protest.,The sisters of a woman is intending to protest.,The sisters of a woman,were,is,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,366,priest
367,The sketch of a lot of turtles doesn't embarrass Laura.,The sketch of a lot of turtles don't embarrass Laura.,The sketch of a lot of turtles,doesn't,don't,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,367,wore
368,The sketches of that hair aren't hurting Martin.,The sketches of that hair wasn't hurting Martin.,The sketches of that hair,aren't,wasn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,368,yourself
369,The granddaughters of Becca try to disagree.,The granddaughters of Becca tries to disagree.,The granddaughters of Becca,try,tries,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,369,priest
370,The drawings of this dress bore Gerald.,The drawings of this dress bores Gerald.,The drawings of this dress,bore,bores,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,370,yourself
371,The pictures of some mouth distract a university.,The pictures of some mouth distracts a university.,The pictures of some mouth,distract,distracts,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,371,martin
372,The grandmothers of Diana do scratch.,The grandmothers of Diana does scratch.,The grandmothers of Diana,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,372,priest
373,The book about the Great Lakes doesn't hurt Douglas.,The book about the Great Lakes don't hurt Douglas.,The book about the Great Lakes,doesn't,don't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,373,going
374,A sister of the men was breaking the wheelbarrows.,A sister of the men were breaking the wheelbarrows.,A sister of the men,was,were,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,374,anyone
375,The books about travel aren't alarming this government.,The books about travel isn't alarming this government.,The books about travel,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,375,destruction
376,The movie about the Balkans does worry Angela.,The movie about the Balkans do worry Angela.,The movie about the Balkans,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,376,favour
377,The grandmothers of Vanessa do approach Maria.,The grandmothers of Vanessa does approach Maria.,The grandmothers of Vanessa,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,377,favour
378,The shows about literature don't stun Victoria.,The shows about literature doesn't stun Victoria.,The shows about literature,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,378,author
379,A friend of teenagers doesn't force Kevin to perform.,A friend of teenagers don't force Kevin to perform.,A friend of teenagers,doesn't,don't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,379,regulations
380,The grandmothers of Roger are compromising.,The grandmothers of Roger is compromising.,The grandmothers of Roger,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,380,sample
381,The sons of Vincent haven't convinced Alice to astound Natalie.,The sons of Vincent hasn't convinced Alice to astound Natalie.,The sons of Vincent,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,381,lands
382,The shows about Monet don't confuse Andrea.,The shows about Monet doesn't confuse Andrea.,The shows about Monet,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,382,favour
383,The commentaries about travel impress Helen.,The commentaries about travel impresses Helen.,The commentaries about travel,impress,impresses,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,383,priest
384,The plays about Spain do irritate this guest.,The plays about Spain does irritate this guest.,The plays about Spain,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,384,favour
385,The father of many students is whispering.,The father of many students are whispering.,The father of many students,is,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,385,yourself
386,A nephew of many people doesn't bake.,A nephew of many people don't bake.,A nephew of many people,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,386,building
387,The sister of all teenagers doesn't lift a lot of skirts.,The sister of all teenagers don't lift a lot of skirts.,The sister of all teenagers,doesn't,don't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,387,ol
388,The shows about politics haven't aggravated Joel.,The shows about politics hasn't aggravated Joel.,The shows about politics,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,388,favour
389,A book about the Great Lakes doesn't astound Suzanne.,A book about the Great Lakes don't astound Suzanne.,A book about the Great Lakes,doesn't,don't,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,389,disorder
390,The play about the Clintons has disagreed.,The play about the Clintons have disagreed.,The play about the Clintons,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,390,favour
