,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,predicted_words
407,Christine wasn't investigated by some driver.,Christine wasn't investigated by some syntheses.,Christine wasn't investigated by some,driver,syntheses,syntax,s-selection,animate_subject_passive,True,True,False,False,407,f
408,Timothy wasn't referenced by the offspring.,Timothy wasn't referenced by the rugs.,Timothy wasn't referenced by the,offspring,rugs,syntax,s-selection,animate_subject_passive,True,True,False,False,408,flood
409,Many closets are walked through by the teenagers.,Many closets are walked through by the bicycle.,Many closets are walked through by the,teenagers,bicycle,syntax,s-selection,animate_subject_passive,True,True,False,False,409,touchdown
410,James was questioned by the woman.,James was questioned by the bike.,James was questioned by the,woman,bike,syntax,s-selection,animate_subject_passive,True,True,False,False,410,inaugural
411,That play wasn't argued about by some offspring.,That play wasn't argued about by some dogs.,That play wasn't argued about by some,offspring,dogs,syntax,s-selection,animate_subject_passive,True,True,False,False,411,[unknown]
412,Stephanie isn't watched by the waiters.,Stephanie isn't watched by the candles.,Stephanie isn't watched by the,waiters,candles,syntax,s-selection,animate_subject_passive,True,True,False,False,412,歌
413,Samantha is complained about by some actor.,Samantha is complained about by some theses.,Samantha is complained about by some,actor,theses,syntax,s-selection,animate_subject_passive,True,True,False,False,413,ウ
414,A driver was healed by some patient.,A driver was healed by some spotlights.,A driver was healed by some,patient,spotlights,syntax,s-selection,animate_subject_passive,True,True,False,False,414,nhl
415,Connie is appreciated by the actors.,Connie is appreciated by the ice.,Connie is appreciated by the,actors,ice,syntax,s-selection,animate_subject_passive,True,True,False,False,415,ウ
416,That report isn't sold by the waiter.,That report isn't sold by the movies.,That report isn't sold by the,waiter,movies,syntax,s-selection,animate_subject_passive,True,True,False,False,416,race
417,Most museums were biked to by the women.,Most museums were biked to by the scarf.,Most museums were biked to by the,women,scarf,syntax,s-selection,animate_subject_passive,True,True,False,False,417,june
418,Victoria wasn't cured by some dancers.,Victoria wasn't cured by some mirrors.,Victoria wasn't cured by some,dancers,mirrors,syntax,s-selection,animate_subject_passive,True,True,False,False,418,[unknown]
419,This essay was examined by some actors.,This essay was examined by some commentaries.,This essay was examined by some,actors,commentaries,syntax,s-selection,animate_subject_passive,True,True,False,False,419,aged
420,Most shoes aren't cleaned by some pedestrian.,Most shoes aren't cleaned by some pie.,Most shoes aren't cleaned by some,pedestrian,pie,syntax,s-selection,animate_subject_passive,True,True,False,False,420,input
421,Current events were boasted about by the customer.,Current events were boasted about by the movie.,Current events were boasted about by the,customer,movie,syntax,s-selection,animate_subject_passive,True,True,False,False,421,somewhat
422,Some commentary isn't described by the dancers.,Some commentary isn't described by the unicycles.,Some commentary isn't described by the,dancers,unicycles,syntax,s-selection,animate_subject_passive,True,True,False,False,422,コ
423,That drawing was brought by the students.,That drawing was brought by the deer.,That drawing was brought by the,students,deer,syntax,s-selection,animate_subject_passive,True,True,False,False,423,[unknown]
424,Some high schools were biked to by the adult.,Some high schools were biked to by the snake.,Some high schools were biked to by the,adult,snake,syntax,s-selection,animate_subject_passive,True,True,False,False,424,june
425,Victoria wasn't concealed by some customers.,Victoria wasn't concealed by some couch.,Victoria wasn't concealed by some,customers,couch,syntax,s-selection,animate_subject_passive,True,True,False,False,425,f
426,James wasn't forgotten by some doctor.,James wasn't forgotten by some newspaper article.,James wasn't forgotten by some,doctor,newspaper article,syntax,s-selection,animate_subject_passive,True,True,False,False,426,idea
427,Some screens weren't bought by some woman.,Some screens weren't bought by some species.,Some screens weren't bought by some,woman,species,syntax,s-selection,animate_subject_passive,True,True,False,False,427,歌
428,Those public parks aren't passed by the alumni.,Those public parks aren't passed by the brochures.,Those public parks aren't passed by the,alumni,brochures,syntax,s-selection,animate_subject_passive,True,True,False,False,428,₅
429,That mirror wasn't broken by some girls.,That mirror wasn't broken by some newspaper article.,That mirror wasn't broken by some,girls,newspaper article,syntax,s-selection,animate_subject_passive,True,True,False,False,429,mp
430,The plays are scanned by the patient.,The plays are scanned by the eye.,The plays are scanned by the,patient,eye,syntax,s-selection,animate_subject_passive,True,True,False,False,430,harper
431,This child was escaped from by the teenager.,This child was escaped from by the axis.,This child was escaped from by the,teenager,axis,syntax,s-selection,animate_subject_passive,True,True,False,False,431,ire
432,Lissa isn't helped by the boy.,Lissa isn't helped by the bike.,Lissa isn't helped by the,boy,bike,syntax,s-selection,animate_subject_passive,True,True,False,False,432,¶
433,This glove was admired by the men.,This glove was admired by the spotlight.,This glove was admired by the,men,spotlight,syntax,s-selection,animate_subject_passive,True,True,False,False,433,þ
434,Hospitals are discovered by some man.,Hospitals are discovered by some boxes.,Hospitals are discovered by some,man,boxes,syntax,s-selection,animate_subject_passive,True,True,False,False,434,f
435,A lot of girls are revealed by some children.,A lot of girls are revealed by some gates.,A lot of girls are revealed by some,children,gates,syntax,s-selection,animate_subject_passive,True,True,False,False,435,dr
436,All vases weren't fixed by some guys.,All vases weren't fixed by some trucks.,All vases weren't fixed by some,guys,trucks,syntax,s-selection,animate_subject_passive,True,True,False,False,436,scotland
437,Larry wasn't praised by some men.,Larry wasn't praised by some pants.,Larry wasn't praised by some,men,pants,syntax,s-selection,animate_subject_passive,True,True,False,False,437,radical
438,Every newspaper article is discovered by some woman.,Every newspaper article is discovered by some eggplants.,Every newspaper article is discovered by some,woman,eggplants,syntax,s-selection,animate_subject_passive,True,True,False,False,438,pastor
439,A sock wasn't worn by some guest.,A sock wasn't worn by some forks.,A sock wasn't worn by some,guest,forks,syntax,s-selection,animate_subject_passive,True,True,False,False,439,geneva
440,Paul is praised by the women.,Paul is praised by the screens.,Paul is praised by the,women,screens,syntax,s-selection,animate_subject_passive,True,True,False,False,440,qualified
441,Anna is healed by some dancer.,Anna is healed by some casserole.,Anna is healed by some,dancer,casserole,syntax,s-selection,animate_subject_passive,True,True,False,False,441,pastor
442,Ann was talked about by the patient.,Ann was talked about by the ice.,Ann was talked about by the,patient,ice,syntax,s-selection,animate_subject_passive,True,True,False,False,442,歌
443,That glacier was arrived at by some child.,That glacier was arrived at by some cars.,That glacier was arrived at by some,child,cars,syntax,s-selection,animate_subject_passive,True,True,False,False,443,warsaw
444,Jesus is found by the waitress.,Jesus is found by the jackets.,Jesus is found by the,waitress,jackets,syntax,s-selection,animate_subject_passive,True,True,False,False,444,attract
445,Victoria is attacked by some person.,Victoria is attacked by some icicles.,Victoria is attacked by some,person,icicles,syntax,s-selection,animate_subject_passive,True,True,False,False,445,rises
446,Sherry was hidden by some guys.,Sherry was hidden by some syntheses.,Sherry was hidden by some,guys,syntheses,syntax,s-selection,animate_subject_passive,True,True,False,False,446,rises
447,A lot of stories weren't examined by some men.,A lot of stories weren't examined by some gates.,A lot of stories weren't examined by some,men,gates,syntax,s-selection,animate_subject_passive,True,True,False,False,447,wake
448,The cafe wasn't biked to by the guys.,The cafe wasn't biked to by the light.,The cafe wasn't biked to by the,guys,light,syntax,s-selection,animate_subject_passive,True,True,False,False,448,歌
449,This grocery store isn't skated around by the offspring.,This grocery store isn't skated around by the movies.,This grocery store isn't skated around by the,offspring,movies,syntax,s-selection,animate_subject_passive,True,True,False,False,449,[unknown]
450,That actor isn't questioned by the guest.,That actor isn't questioned by the truck.,That actor isn't questioned by the,guest,truck,syntax,s-selection,animate_subject_passive,True,True,False,False,450,金
451,Some boy isn't questioned by the children.,Some boy isn't questioned by the hair.,Some boy isn't questioned by the,children,hair,syntax,s-selection,animate_subject_passive,True,True,False,False,451,follow
452,The public park was arrived at by some actors.,The public park was arrived at by some plane.,The public park was arrived at by some,actors,plane,syntax,s-selection,animate_subject_passive,True,True,False,False,452,june
453,Anna isn't concealed by some waitresses.,Anna isn't concealed by some box.,Anna isn't concealed by some,waitresses,box,syntax,s-selection,animate_subject_passive,True,True,False,False,453,child
454,A mall was explored by some girls.,A mall was explored by some louse.,A mall was explored by some,girls,louse,syntax,s-selection,animate_subject_passive,True,True,False,False,454,pastor
455,Those women are described by the children.,Those women are described by the report.,Those women are described by the,children,report,syntax,s-selection,animate_subject_passive,True,True,False,False,455,nhl
